bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064,c065,c066,c067,c068,c069,c070,c071,c072,c073,c074,c075,c076,c077,c078,c079,c080,c081,c082,c083,c084,c085,c086,c087,c088,c089,c090,c091,c092,c093,c094,c095,c096,c097,c098,c099,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254,c255,c256,c257,c258,c259,c260,c261,c262,c263,c264,c265,c266,c267,c268,c269,c270,c271,c272,c273,c274,c275,c276,c277,c278,c279,c280,c281,c282,c283,c284,c285,c286,c287,c288,c289,c290,c291,c292,c293,c294,c295,c296,c297,c298,c299,c300,c301,c302,c303,c304,c305,c306,c307,c308,c309,c310,c311,c312,c313,c314,c315,c316,c317,c318,c319,c320,c321,c322,c323,c324,c325,c326,c327,c328,c329,c330,c331,c332,c333,c334,c335,c336,c337,c338,c339,c340,c341,c342,c343,c344,c345,c346,c347,c348,c349,c350,c351,c352,c353,c354,c355,c356,c357,c358,c359,c360,c361,c362,c363,c364,c365,c366,c367,c368,c369,c370,c371,c372,c373,c374,c375,c376,c377,c378,c379,c380,c381,c382,c383,c384,c385,c386,c387,c388,c389,c390,c391,c392,c393,c394,c395,c396,c397,c398,c399,c400,c401,c402,c403,c404,c405,c406,c407,c408,c409,c410,c411,c412,c413,c414,c415,c416,c417,c418,c419,c420,c421,c422,c423,c424,c425,c426,c427,c428,c429,c430,c431,c432,c433,c434,c435,c436,c437,c438,c439,c440,c441,c442,c443,c444,c445,c446,c447,c448,c449,c450,c451,c452,c453,c454,c455,c456,c457,c458,c459,c460,c461
10000052,d0a567cf,Elektrizitätswerk Rohmund GmbH,Elektrizitätswerk Rohmund GmbH,2025-09-01,SNB921080203146,"NS, MS",1405.0,0,202.0,0,,0.0,0.0,0,1793.0,0,5.0,0,3.64,0,1050.0,0,1050.0,0,30.46,0,22.0,0,5832.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.37,0,0.0,0,0.0,0,1413.6,0,1413.6,0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2754.0,0.0,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235619.0,0,0.0,0.0,205765.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,59.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,7.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,59.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,7.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.5,0,0.5,0,0.0,0,,0.0,,0.0,,0.0,0.0,0,0.0,0,0.1,0,,0.0,,0.0,,0.0,0.1,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,0.1,0,0.0,0.0,0.0,0,,0.0,,0.0,,0.0,0.0,0.0,0.5,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,100.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,10.0,0.0,0.0
10000053,a54715ad,Gemeindewerke Kiefersfelden Strom- Gas- und Wasserversorgung,Gemeindewerke Kiefersfelden,2025-05-28,SNB981193584808,"NS, MS",4418.0,0,512.0,0,28.0,0.0,107.0,0,4402.0,0,16.0,0,36.73,0,3500.0,1,3500.0,1,162.51,0,2.0,0,180.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4149.0,0,36.73,0,2.0,0,0.0,0,648.0,1,648.0,1,45.68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5910.0,0.0,0.0,0,630.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207111.0,0,0.0,0.0,2250866.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,0.0,0,578.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,10.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,1.0,0,74.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,5.0,0,578.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,14.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,10.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
10000055,fbcfb88f,Elektrizitätswerk Hindelang eG,Elektrizitätswerk Hindelang eG,2025-08-11,SNB925558752303,"NS, MS",1484.0,0,384.0,0,7.0,0.0,0.0,0,3794.0,0,8.0,0,2.23,0,2958.0,0,2958.0,0,76.93,0,76.0,0,22978.0,0.0,6.0,0,9000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4110.0,0,124.9,0,5.0,0,0.0,0,5676.0,0,5676.0,0,55.5,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,5597.0,0.0,0.0,0,630.0,0,551.0,0,0.0,0,2015.0,0.0,,0.0,,0.0,,0.0,2871785.0,0,0.0,0.0,3917698.0,0.0,5615.0,0,0.0,0,7401728.0,0,,0.0,,0.0,,0.0,3308.0,0.0,455.0,0,1383.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,55.0,0,0.0,0.0,0.0,0.0,,0,,0,,0.0,,0.0,,0.0,,0.0,1296.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,10.0,1,10.0,1,,0,,0,,0.0,,0.0,53.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,53.0,0.0,,0.0,,0.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7.0,0,6.0,0,43.0,0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0.0,,0.0,,0.0,,0.0,88.0,0.0,58.0,0,537.0,0,90.0,0,,0,,0,,0,,0,,0,,0.0,,0.0,,0.0,,0.0,10.0,1,10.0,1.0,,1,,1,,0.0,,0.0,49.0,0.0,0.0,0.0,,0.0,8.0,0.0,,0.0,,0.0,2.0,0.0,,0.0,,0.0,49.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0,1.0,0,,0.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1,1,0.1,1,0.4,1,,0.0,,0.0,,0.0,0.0,1,0.1,1,0.3,1,,0.0,,0.0,,0.0,0.1,1,0.0,1,0.0,1.0,,0.0,,0.0,,0.0,0.1,1,0.0,1.0,1.0,1,,0.0,,0.0,,0.0,0.0,1.0,0.1,1.0,0.9,1.0,,,0.0,0.0,0.0,0.0,0.0,,,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,75.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,,9.0,1.0,3.0,0.0,
10000057,d8c5eb6e,Gemeindewerke Ebersdorf,Gemeindewerke Ebersdorf,2025-05-27,SNB991410365127,"NS, MS",2287.0,0,503.0,0,4.0,0.0,95.0,0,3455.0,0,2.0,0,5.0,0,3175.68,0,3175.68,0,271.28,0,52.0,0,11533.808,0.0,12.0,0,7169.0,0,1.0,0.0,3.12,0.0,1.0,0.0,583.0,0.0,6348.0,0,26.36,0,12.0,0,,0,7108.6,0,7108.6,0,37.94,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,7294.61,0.0,0.0,0,306.25,0,5827.035,0,0.0,0,2151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366058.98,0,0.0,0.0,1301970.0,0.0,4412618.23,0,0.0,0,6440303.23,0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,960.0,1,1120.23,0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.795,0,0.0,0.0,0.0,0.0,583.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,7.0,0,7.0,0,7.0,0,0.0,0.0,0.0,0.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,5.0,0,38.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,35.0,0,212.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,7.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,0,0.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Novometer,-,0.0,0.0,0.0,0.0,0.0,-,-,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,,,,-,1.0,1.0,1.0,1.0,0.0,-,0.0,0.0,0.0,0.0,
10000058,a53476d7,Stadtwerke Germersheim GmbH,Stadtwerke Germersheim GmbH,2025-05-21,SNB982049301273,"NS, MS",11162.0,0,576.0,0,0.0,0.0,66.0,0,11149.0,0,13.0,0,7.14,0,7790.0,0,7790.0,0,153.088,0,121.0,0,26879.0,0.0,7.0,0,1492.21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30421.0,0,19.89,0,25.0,0,0.0,0,30079.0,0,30079.0,0,84.471,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,6949.0,0.0,0.0,0,19.0,0,1492.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,3594020.0,0,0.0,0.0,61273.0,0.0,975022.0,0,0.0,0,0.0,0,,0.0,,0.0,,0.0,1337.0,0.0,400.0,1,1621.0,0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,85.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,1491.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,20.0,1,90.0,1,,0,,0,,0.0,,0.0,71.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,58.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,0,9.0,0,56.0,0,0.0,0,0.0,0,5.0,0,0.0,0,0.0,0,0.0,0,,0.0,,0.0,,0.0,,0.0,198.0,0.0,39.0,0,400.0,1,0.0,0,0.0,0,850.0,0,0.0,0,0.0,0,0.0,0,,0.0,,0.0,,0.0,,0.0,21.0,1,28.0,1.0,56.0,1,180.0,1,,0.0,,0.0,79.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,2.0,0.0,,0.0,43.0,0.0,0.0,0.0,,0.0,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,1.0,0,,0.0,0.0,1.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1,1,0.0,0,1.0,0,,0.0,,0.0,,0.0,0.2,0,0.0,0,0.1,0,,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,0.1,0,0.0,0.0,1.0,0,,0.0,,0.0,,0.0,0.0,0.0,0.1,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,98.0,1.0,1.0,1.0,-,1.0,1.0,1.0,1.0,0.0,-,0.0,0.0,0.0,0.0,0.0
10000060,a172a8b0,Stadtwerke Schorndorf GmbH,Stadtwerke Schorndorf GmbH,2025-05-21,SNB935144085258,"NS, MS",10279.0,0,1300.0,0,300.0,1.0,266.0,0,23985.0,0,91.0,1,56.83,0,,0,19881.0,1,518.5,0,210.0,0,89240.0,0.0,30.0,0,11061.0,0,0.0,0.0,0.0,0.0,3.0,0.0,2524.0,0.0,25283.93,1,56.83,0,134.0,0,91.0,0,28000.0,1,7898.0,1,112.7,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,15624.0,0.0,0.0,0,77.0,0,7100.0,0,0.0,0,290.0,0.0,,0.0,,0.0,,0.0,8943395.0,0,0.0,0.0,976721.0,0.0,563713.0,0,0.0,0,210718.0,0,,0.0,,0.0,,0.0,,0.0,,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,281.0,0,0.0,0.0,0.0,0.0,2.0,1,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,3747.0,0,0.0,0.0,0.0,0.0,589.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,30.0,1,90.0,1,,0,,0,,0.0,,0.0,248.0,1.0,0.0,0.0,,0.0,28.0,1.0,2.0,0.0,,0.0,5.0,1.0,0.0,0.0,,0.0,248.0,1.0,0.0,0.0,,0.0,28.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,46.0,0,,0,167.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0.0,,0.0,,0.0,,0.0,572.0,0.0,,0,1258.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0.0,,0.0,,0.0,,0.0,30.0,1,90.0,1.0,,0,,0,,0.0,,0.0,200.0,1.0,,0.0,,0.0,13.0,1.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,175.0,1.0,,0.0,,0.0,33.0,1.0,,0.0,,0.0,5.0,1.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,0,1.0,0,,0.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0,1.0,0,1.0,0,,0.0,,0.0,,0.0,0.0,0,1.0,0,1.0,0,,0.0,,0.0,,0.0,0.0,0,1.0,0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0,0.1,0.0,0.1,0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,70.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,30.0,0.0,0.0
10000062,3b54c115,Gemeindewerke Steißlingen,Gemeindewerke Steißlingen,2025-07-11,SNB970879855325,NS,2995.0,0,462.0,0,16.0,0.0,82.0,0,2872.0,0,1.0,0,2.4,0,2264.0,0,2264.0,0,60.38,0,48.0,0,17269.0,1.0,11.0,0,3515.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,0,21.5,0,29.0,0,0.0,0,3198.0,0,3198.0,0,37.64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6364.0,0.0,0.0,0,0.0,0,2995.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3652009.0,0,0.0,0.0,0.0,0.0,1501134.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1876.0,0.0,830.0,0,1557.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.0,0,0.0,0.0,0.0,0.0,117.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,10.0,1,40.0,1,25.0,1,0.0,0.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,,0.0,62.0,1.0,0.0,0.0,,0.0,18.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,20.0,1,66.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,112.0,0,438.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,12.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,0.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.4,1.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,70.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,,0.0,6.0,30.0,0.0,0.0
