bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064
10000843,a6857aed,Netze BW GmbH,Netze BW GmbH,43505.0,13.0,1979.0,41269.0,75.0,795.0,769.0,42908.0,45497.0,0.9431,1940.0,180.0,173.0,1311.0,2.0,137.0,475.0,1925.0,2293.0,0.8395,9.0,5.0,0.0,0.0,9.0,1.0,4.0,14.0,14.0,1.0,8967.0,8976.0,33612.0,8935.0,60490.0,0.0,0.0,0.0,60490.0,60490.0,1.0,0.0,241.0,40.0,47.0,7.0,335.0,0.0,0.0,0.0,335.0,335.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0
10000844,f9a00f9d,Stadtwerke Crailsheim GmbH,Stadtwerke Crailsheim GmbH,2016.0,0.0,32.0,11.0,280.0,100.0,0.0,391.0,2048.0,0.1909,33.0,1.0,6.0,0.0,5.0,30.0,5.0,40.0,40.0,1.0,,,,,,,,,,,54.0,15.0,181.0,185.0,90.0,300.0,0.0,0.0,390.0,435.0,0.8966,0.0,10.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,10.0,0.5,,,,,,,,,,,
10000849,14b1c0b3,EHINGER ENERGIE GmbH & Co. KG,EHINGER ENERGIE GmbH & Co. KG,226.0,0.0,0.0,226.0,0.0,0.0,0.0,226.0,226.0,1.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,7.0,7.0,1.0,,,,,,,,,,,27.0,0.0,173.0,35.0,235.0,0.0,0.0,0.0,235.0,235.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000854,cc5b154a,Elektrizitätsgenossenschaft Ohlstadt e.G.,Elektrizitätsgenossenschaft Ohlstadt eG,304.0,,2.0,306.0,,,,306.0,306.0,1.0,8.0,,,,8.0,,,8.0,8.0,1.0,,,,,,,,,,,16.0,,115.0,48.0,148.0,16.0,,,164.0,179.0,0.9162,,,,,,,,,,,,,,,,,,,,,,,
10000859,ffd0edb5,Stadtwerke Bernburg GmbH,Stadtwerke Bernburg GmbH,413.0,0.0,0.0,150.0,263.0,0.0,0.0,413.0,413.0,1.0,12.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,12.0,0.6667,,,,,,,,,,,75.0,56.0,0.0,12.0,0.0,91.0,0.0,0.0,91.0,143.0,0.6364,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,
10000861,19d502fb,Netzgesellschaft Eisenberg mbH,Netzgesellschaft Eisenberg mbH,35.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000868,8694cada,Freiberger Stromversorgung GmbH,Freiberger Stromversorgung GmbH,297.0,0.0,0.0,255.0,24.0,18.0,0.0,297.0,297.0,1.0,,,,,,,,,,,,,,,,,,,,,31.0,39.0,77.0,13.0,89.0,41.0,30.0,0.0,160.0,160.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,0.8,,,,,,,,,,,
10000871,3c4d872a,Stadtwerke Glückstadt GmbH,Stadtwerke Glückstadt GmbH,81.0,0.0,0.0,12.0,64.0,2.0,0.0,78.0,81.0,0.963,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,,,,,,,,,,,12.0,0.0,79.0,5.0,12.0,64.0,2.0,0.0,78.0,96.0,0.8125,,,,,,,,,,,,,,,,,,,,,,,
10000873,9b662ae0,Stadtwerke Frankenthal GmbH,Stadtwerke Frankenthal GmbH,3437.0,0.0,38.0,3475.0,0.0,0.0,0.0,3475.0,3475.0,1.0,12.0,1.0,2.0,0.0,14.0,1.0,0.0,15.0,15.0,1.0,,,,,,,,,,,226.0,550.0,1537.0,21.0,2334.0,0.0,0.0,0.0,2334.0,2334.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,7.0,1.0,,,,,,,,,,,
10000875,b145bc5e,Stadtwerke Hammelburg GmbH,Stadtwerke Hammelburg GmbH,50.0,0.0,1.0,2.0,40.0,8.0,0.0,50.0,51.0,0.9804,,,,,,,,,,,,,,,,,,,,,25.0,1.0,25.0,10.0,2.0,48.0,10.0,1.0,61.0,61.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000878,49c0892e,Stadtwerke Oranienburg GmbH,Stadtwerke Oranienburg GmbH,194.0,0.0,0.0,20.0,132.0,37.0,5.0,194.0,194.0,1.0,,,,,,,,,,,,,,,,,,,,,126.0,0.0,174.0,58.0,14.0,276.0,59.0,9.0,358.0,358.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000879,ac2ac6d6,Stadtwerke Klingenberg Kommunalunternehmen AöR,Kommunalunternehmen Stadtwerke Klingenberg a.M. (AöR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,29.0,4.0,10.0,23.0,2.0,0.0,35.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000880,b9a6b553,Stadtwerke Ludwigsfelde GmbH,Stadtwerke Ludwigsfelde GmbH,228.0,0.0,0.0,177.0,15.0,0.0,0.0,192.0,228.0,0.8421,,,,,,,,,,,,,,,,,,,,,36.0,88.0,139.0,51.0,16.0,141.0,141.0,16.0,314.0,314.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000883,67baeb50,Stadtwerke Radolfzell GmbH,Stadtwerke Radolfzell GmbH,98.0,0.0,0.0,98.0,0.0,0.0,0.0,98.0,98.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,1.0,,,,,,,,,,,50.0,0.0,10.0,20.0,80.0,0.0,0.0,0.0,80.0,80.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,
10000886,1be08023,Stadtwerke Ramstein-Miesenbach GmbH,Stadtwerke Ramstein-Miesenbach GmbH,61.0,0.0,0.0,18.0,31.0,12.0,0.0,61.0,61.0,1.0,,,,,,,,,,,,,,,,,,,,,28.0,11.0,41.0,16.0,40.0,10.0,9.0,0.0,59.0,96.0,0.6146,,,,,,,,,,,,,,,,,,,,,,,
10000891,0b5e2b13,Stadtwerke Tirschenreuth,Stadtwerke Tirschenreuth,97.0,0.0,0.0,97.0,0.0,0.0,0.0,97.0,97.0,1.0,,,,,,,,,,,,,,,,,,,,,14.0,,48.0,10.0,72.0,0.0,0.0,0.0,72.0,72.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000892,12924e89,Stadtwerke Uslar GmbH,Stadtwerke Uslar GmbH,94.0,0.0,0.0,94.0,0.0,0.0,0.0,94.0,94.0,1.0,,,,,,,,,,,,,,,,,,,,,55.0,3.0,60.0,13.0,0.0,131.0,0.0,0.0,131.0,131.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000900,b03acc59,Stadtwerke Flensburg GmbH,Stadtwerke Flensburg GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000902,1d7d19bc,Stadtwerke Quedlinburg GmbH,Stadtwerke Quedlinburg GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000905,a7b82935,Versorgungsbetriebe Hann. Münden GmbH,Versorgungsbetriebe Hann. Münden GmbH,229.0,0.0,0.0,160.0,47.0,22.0,0.0,229.0,229.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,0.0,100.0,10.0,106.0,17.0,6.0,0.0,129.0,129.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000908,d57371a5,Stadtwerke Itzehoe GmbH,Stadtwerke Itzehoe GmbH,256.0,0.0,0.0,40.0,200.0,8.0,0.0,248.0,256.0,0.9688,,,,,,,,,,,,,,,,,,,,,35.0,0.0,236.0,55.0,40.0,200.0,8.0,0.0,248.0,326.0,0.7607,,,,,,,,,,,,,,,,,,,,,,,
10000910,e54ee84e,Kommunalunternehmen Gemeindewerke Stammbach AdöR,Kommunalunternehmen Gemeindewerke Stammbach AdöR Marktes Stammbach,52.0,0.0,0.0,,17.0,1.0,,18.0,52.0,0.3462,,,,,,,,,,,,,,,,,,,,,1.0,0.0,15.0,1.0,1.0,1.0,,,2.0,17.0,0.1176,,,,,,,,,,,,,,,,,,,,,,,
10000913,2fbde327,Stadtwerke Ludwigslust-Grabow GmbH,Stadtwerke Ludwigslust-Grabow GmbH,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,7.0,20.0,3.0,0.0,0.0,23.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000917,c98b8a34,Stadtwerke Lingen GmbH,Stadtwerke Lingen GmbH,909.0,0.0,0.0,545.0,364.0,0.0,0.0,909.0,909.0,1.0,22.0,0.0,0.0,7.0,7.0,7.0,0.0,21.0,22.0,0.9545,,,,,,,,,,,170.0,,556.0,215.0,4.0,12.0,14.0,,30.0,941.0,0.0319,,,,,,,,,,,,,,,,,,,,,,,
10000920,f271f6aa,Stadtwerke Ilmenau GmbH,Stadtwerke Ilmenau GmbH,120.0,0.0,0.0,12.0,60.0,48.0,0.0,120.0,120.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,1.0,,,,,,,,,,,9.0,159.0,112.0,9.0,16.0,80.0,63.0,0.0,159.0,289.0,0.5502,,,,,,,,,,,,,,,,,,,,,,,
10000922,9ef7ef78,Stadtwerke Bad Neustadt a.d. Saale,Stadtwerke Bad Neustadt a. d. Saale,50.0,,,50.0,,,,50.0,50.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,3.0,10.0,,,,10.0,11.0,0.9091,,,,,,,,,,,,,,,,,,,,,,,
10000923,89331afc,Stadtwerke Saarbrücken Netz AG,Stadtwerke Saarbrücken Netz AG,1142.0,0.0,0.0,1.0,13.0,17.0,0.0,31.0,1142.0,0.0271,,,,,,,,,,,,,,,,,,,,,212.0,0.0,211.0,197.0,0.0,6.0,2.0,,8.0,620.0,0.0129,,,,,,,,,,,,,,,,,,,,,,,
10000927,6c94c787,Stadtwerke Vilshofen GmbH,Stadtwerke Vilshofen GmbH,184.0,0.0,0.0,16.0,111.0,34.0,3.0,164.0,184.0,0.8913,,,,,,,,,,,,,,,,,,,,,22.0,0.0,0.0,7.0,29.0,0.0,0.0,0.0,29.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000929,ce899548,Gemeindewerke Georgensgmünd,Gemeindewerke Georgensgmünd,129.0,0.0,0.0,3.0,126.0,0.0,0.0,129.0,129.0,1.0,,,,,,,,,,,,,,,,,,,,,14.0,0.0,67.0,11.0,0.0,92.0,0.0,0.0,92.0,92.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000930,97a3c8e7,Stadtwerke Norderstedt,Stadtwerke Norderstedt,253.0,0.0,0.0,0.0,0.0,253.0,0.0,253.0,253.0,1.0,,,,,,,,,,,,,,,,,,,,,84.0,0.0,253.0,50.0,0.0,387.0,0.0,0.0,387.0,387.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000933,2eb5773d,Stadtwerke Bayreuth Energie und Wasser GmbH,Stadtwerke Bayreuth Energie und Wasser GmbH,1050.0,0.0,0.0,250.0,800.0,0.0,0.0,1050.0,1050.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0667,,,,,,,,,,,129.0,0.0,476.0,91.0,0.0,100.0,12.0,0.0,112.0,696.0,0.1609,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,1.0,,,,,,,,,,,
10000934,c9850879,Energie- und Wasserwerke Bautzen GmbH,Energie- und Wasserwerke Bautzen GmbH Energijowe a Wodowezawody,122.0,1.0,0.0,0.0,122.0,0.0,0.0,122.0,123.0,0.9919,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,,,,,,,,,,,6.0,1.0,78.0,10.0,40.0,55.0,0.0,0.0,95.0,95.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000936,f03c14d9,Energie- und Wasserversorgung Altenburg GmbH,Energie- und Wasserversorgung Altenburg GmbH,70.0,0.0,0.0,69.0,0.0,1.0,0.0,70.0,70.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,0.0,59.0,13.0,80.0,0.0,0.0,0.0,80.0,80.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000938,10e69790,Energiegenossenschaft für Wittmund eG,Energiegenossenschaft für Wittmund eG,421.0,0.0,0.0,10.0,20.0,0.0,0.0,30.0,421.0,0.0713,,,,,,,,,,,,,,,,,,,,,20.0,25.0,45.0,15.0,5.0,5.0,0.0,0.0,10.0,105.0,0.0952,,,,,,,,,,,,,,,,,,,,,,,
10000946,45aab724,Kommunale Energieversorgung GmbH Eisenhüttenstadt,Kommunale Energieversorgung GmbH Eisenhüttenstadt,183.0,0.0,0.0,29.0,154.0,0.0,0.0,183.0,183.0,1.0,,,,,,,,,,,,,,,,,,,,,18.0,0.0,48.0,20.0,15.0,71.0,0.0,0.0,86.0,86.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,,,,,,,,,,,
10000948,ed7967b6,Stromversorgung Inzell eG,Stromversorgung Inzell eG,108.0,0.0,0.0,70.0,38.0,0.0,0.0,108.0,108.0,1.0,,,,,,,,,,,,,,,,,,,,,14.0,0.0,82.0,2.0,60.0,38.0,0.0,0.0,98.0,98.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000950,df892241,Stadtwerke Bad Sooden-Allendorf,Stadtwerke Bad Sooden-Allendorf,83.0,0.0,0.0,83.0,,,,83.0,83.0,1.0,,,,,,,,,,,,,,,,,,,,,20.0,0.0,59.0,17.0,96.0,,,,96.0,96.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000951,aa7458b6,Stadtwerke Bühl GmbH,Stadtwerke Bühl GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,1.0,300.0,120.0,50.0,228.0,150.0,50.0,478.0,478.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000955,3765a0da,Stadtwerke Deggendorf GmbH,Stadtwerke Deggendorf GmbH,258.0,,,200.0,54.0,,,254.0,258.0,0.9845,4.0,,,,4.0,,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000965,a9f25969,SWN Stadtwerke Northeim GmbH,SWN Stadtwerke Northeim GmbH,403.0,0.0,0.0,100.0,300.0,0.0,0.0,400.0,403.0,0.9926,7.0,2.0,0.0,0.0,4.0,3.0,0.0,7.0,9.0,0.7778,,,,,,,,,,,48.0,0.0,196.0,20.0,130.0,120.0,14.0,0.0,264.0,264.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,,,,,,,,,,,
10000969,daef09ce,Versorgungsbetriebe Hoyerswerda GmbH,Versorgungsbetriebe Hoyerswerda GmbH,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.4,,,,,,,,,,,24.0,0.0,100.0,6.0,140.0,1.0,1.0,0.0,142.0,130.0,1.0923,,,,,,,,,,,,,,,,,,,,,,,
10000971,efb48028,Stadtwerke Senftenberg GmbH,Stadtwerke Senftenberg GmbH,203.0,0.0,1.0,111.0,70.0,23.0,0.0,204.0,204.0,1.0,,,,,,,,,,,,,,,,,,,,,25.0,0.0,104.0,12.0,6.0,25.0,7.0,0.0,38.0,141.0,0.2695,,,,,,,,,,,,,,,,,,,,,,,
10000974,8c9d33dd,Stadtwerke Röthenbach a.d. Pegnitz GmbH,Stadtwerke Röthenbach a.d. Pegnitz GmbH,126.0,0.0,0.0,90.0,30.0,6.0,0.0,126.0,126.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,74.0,0.0,55.0,16.0,3.0,0.0,74.0,74.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000976,7caf7d8c,Stadtwerke - Altmärkische Gas- Wasser- und Elektrizitätswerke GmbH Stendal,Stadtwerke Stendal GmbH,130.0,,,0.0,26.0,78.0,26.0,130.0,130.0,1.0,23.0,2.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,1.0,,,,,,,,,,,34.0,,113.0,10.0,0.0,31.0,95.0,31.0,157.0,157.0,1.0,,1.0,,2.0,,0.0,0.0,0.0,3.0,3.0,3.0,1.0,,,,,,,,,,,
10000979,132d5714,Stadtwerke Tuttlingen GmbH,Stadtwerke Tuttlingen GmbH,339.0,0.0,0.0,,,10.0,10.0,20.0,339.0,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000980,5e040db1,Gemeindewerke Budenheim AöR,Gemeindewerke Budenheim,35.0,0.0,0.0,25.0,10.0,0.0,0.0,35.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,10.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000984,06efdd36,Fischereihafen-Betriebsgesellschaft mbH,Fischereihafen- Betriebsgesellschaft mbH,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,24.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,2.0,0.0,19.0,1.0,22.0,0.0,0.0,0.0,22.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000985,68748c74,Gemeindewerke Wendelstein Kommunalunternehmen,Gemeindewerke Wendelstein KU,150.0,0.0,0.0,0.0,14.0,0.0,3.0,17.0,150.0,0.1133,,,,,,,,,,,,,,,,,,,,,28.0,0.0,175.0,17.0,0.0,220.0,0.0,0.0,220.0,220.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000988,d2ccdee5,Elektrizitätswerk Tegernsee Carl Miller KG,Elektrizitätswerk Tegernsee Carl Miller KG,157.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,157.0,0.1911,,,,,,,,,,,,,,,,,,,,,34.0,0.0,96.0,4.0,15.0,7.0,1.0,0.0,23.0,134.0,0.1716,,,,,,,,,,,,,,,,,,,,,,,
10000990,77ce43b8,Stadtwerke Wolmirstedt GmbH,Stadtwerke Wolmirstedt GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000992,857a2984,Stadtwerke Bad Dürkheim GmbH,Stadtwerke Bad Dürkheim GmbH,274.0,0.0,0.0,50.0,90.0,50.0,80.0,270.0,274.0,0.9854,,,,,,,,,,,,,,,,,,,,,50.0,0.0,157.0,43.0,10.0,30.0,110.0,100.0,250.0,250.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000994,4129bc95,Stadtwerke Menden GmbH,Stadtwerke Menden GmbH,338.0,0.0,0.0,0.0,0.0,338.0,0.0,338.0,338.0,1.0,,,,,,,,,,,,,,,,,,,,,38.0,0.0,15.0,55.0,,,108.0,,108.0,108.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000996,dfd741d5,SWP Stadtwerke Pforzheim GmbH & Co. KG,SWP Stadtwerke Pforzheim GmbH & Co. KG,898.0,0.0,0.0,315.0,54.0,0.0,0.0,369.0,898.0,0.4109,,,,,,,,,,,,,,,,,,,,,359.0,43.0,402.0,235.0,15.0,380.0,6.0,0.0,401.0,1039.0,0.3859,0.0,3.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,8.0,8.0,1.0,,,,,,,,,,,
10000999,388424b1,Stadtwerke Merseburg GmbH,Stadtwerke Merseburg GmbH,320.0,0.0,0.0,0.0,200.0,120.0,0.0,320.0,320.0,1.0,,,,,,,,,,,,,,,,,,,,,27.0,149.0,148.0,17.0,0.0,240.0,101.0,0.0,341.0,341.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,8.0,2.0,10.0,10.0,1.0,,,,,,,,,,,
10001002,f68346ca,wesernetz Bremen GmbH,wesernetz Bremen GmbH,1577.0,0.0,0.0,1450.0,85.0,39.0,0.0,1574.0,1577.0,0.9981,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,293.0,6.0,71.0,94.0,466.0,0.0,0.0,0.0,466.0,464.0,1.0043,0.0,10.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,10.0,12.0,0.8333,,,,,,,,,,,
10001007,e9f6caf7,Gemeindewerke Haßloch GmbH,Gemeindewerke Haßloch GmbH,250.0,0.0,0.0,0.0,215.0,0.0,0.0,215.0,250.0,0.86,,,,,,,,,,,,,,,,,,,,,38.0,0.0,161.0,17.0,216.0,0.0,0.0,0.0,216.0,216.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001013,cd0d989d,Stadtwerke Straubing Strom und Gas GmbH,Stadtwerke Straubing Strom und Gas GmbH,917.0,0.0,0.0,768.0,0.0,0.0,0.0,768.0,917.0,0.8375,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,1.0,,,,,,,,,,,86.0,3.0,463.0,12.0,564.0,0.0,0.0,0.0,564.0,564.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001015,e9c85682,Stadtwerke Schlitz,Stadtwerke Schlitz,68.0,0.0,0.0,20.0,40.0,8.0,0.0,68.0,68.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,0.0,54.0,15.0,10.0,5.0,0.0,0.0,15.0,75.0,0.2,,,,,,,,,,,,,,,,,,,,,,,
10001016,b3c1c1dc,SWM Infrastruktur GmbH & Co. KG,SWM Infrastruktur GmbH & Co. KG,7253.0,0.0,1.0,1751.0,3340.0,10.0,0.0,5101.0,7254.0,0.7032,64.0,0.0,0.0,17.0,34.0,0.0,0.0,51.0,64.0,0.7969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001026,176f152d,Stadtwerke Emsdetten GmbH,Stadtwerke Emsdetten GmbH,667.0,0.0,1.0,50.0,50.0,,,100.0,668.0,0.1497,,,,,,,,,,,,,,,,,,,,,45.0,0.0,375.0,6.0,50.0,50.0,,,100.0,426.0,0.2347,,,,,,,,,,,,,,,,,,,,,,,
10001029,60fa0c69,Energiewerke Zeulenroda GmbH,Energiewerke Zeulenroda GmbH,619.0,2.0,0.0,615.0,4.0,0.0,0.0,619.0,621.0,0.9968,18.0,0.0,0.0,3.0,5.0,10.0,0.0,18.0,18.0,1.0,,,,,,,,,,,129.0,0.0,200.0,65.0,65.0,300.0,26.0,1.0,392.0,394.0,0.9949,,,,,,,,,,,,,,,,,,,,,,,
10001032,28f457d4,C. Ensinger GmbH & Co. KG,C. Ensinger GmbH & Co. KG,43.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,43.0,0.1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001033,ab6bae0d,BEW Netze GmbH,BEW Netze GmbH,685.0,0.0,0.0,0.0,600.0,85.0,0.0,685.0,685.0,1.0,7.0,2.0,0.0,0.0,5.0,4.0,0.0,9.0,9.0,1.0,,,,,,,,,,,135.0,0.0,298.0,84.0,172.0,345.0,0.0,0.0,517.0,517.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001034,a25f0fb6,Stadtwerke Oerlinghausen GmbH,Stadtwerke Oerlinghausen GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001039,350a73fc,Stadtwerke Finsterwalde GmbH,Stadtwerke Finsterwalde GmbH,103.0,0.0,0.0,80.0,20.0,10.0,0.0,110.0,103.0,1.068,,,,,,,,,,,,,,,,,,,,,10.0,,90.0,20.0,20.0,10.0,20.0,0.0,50.0,120.0,0.4167,,,,,,,,,,,,,,,,,,,,,,,
10001043,ef731ef9,Stadtwerke Kleve GmbH,Stadtwerke Kleve GmbH,422.0,0.0,0.0,11.0,239.0,117.0,0.0,367.0,422.0,0.8697,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.1667,,,,,,,,,,,105.0,0.0,348.0,88.0,459.0,60.0,20.0,2.0,541.0,541.0,1.0,0.0,3.0,0.0,,3.0,3.0,3.0,0.0,0.0,6.0,6.0,1.0,,,,,,,,,,,
10001047,22dd0a88,EGF EnergieGesellschaft Frankenberg mbH,EGF EnergieGesellschaft Frankenberg mbH,445.0,0.0,0.0,2.0,33.0,9.0,0.0,44.0,445.0,0.0989,,,,,,,,,,,,,,,,,,,,,40.0,0.0,239.0,32.0,10.0,210.0,91.0,1.0,312.0,311.0,1.0032,,,,,,,,,,,,,,,,,,,,,,,
10001049,e16ccdf5,Versorgungsbetriebe Kronshagen GmbH,Versorgungsbetriebe Kronshagen GmbH,90.0,0.0,0.0,84.0,5.0,1.0,0.0,90.0,90.0,1.0,,,,,,,,,,,,,,,,,,,,,35.0,0.0,72.0,22.0,50.0,79.0,0.0,0.0,129.0,129.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001054,3a44c89f,Stadtwerke Mosbach GmbH,Stadtwerke Mosbach GmbH,447.0,0.0,0.0,47.0,357.0,31.0,12.0,447.0,447.0,1.0,12.0,0.0,0.0,0.0,0.0,5.0,7.0,12.0,12.0,1.0,,,,,,,,,,,46.0,,,32.0,48.0,14.0,16.0,,78.0,78.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001057,50c50f93,Stadtwerke Sigmaringen GmbH,Stadtwerke Sigmaringen GmbH,107.0,0.0,0.0,0.0,101.0,0.0,0.0,101.0,107.0,0.9439,,,,,,,,,,,,,,,,,,,,,20.0,0.0,98.0,20.0,0.0,107.0,0.0,0.0,107.0,138.0,0.7754,,,,,,,,,,,,,,,,,,,,,,,
10001064,3345b35b,Stadtwerke Konstanz GmbH,Stadtwerke Konstanz GmbH,345.0,0.0,0.0,107.0,238.0,0.0,0.0,345.0,345.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,,,,,,,,,,,152.0,23.0,69.0,83.0,111.0,216.0,0.0,0.0,327.0,327.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,,,,,,,,,,,
10001066,ce50ce08,Elektrizitätswerk Wennenmühle Schörger GmbH & Co. KG,Elektrizitätswerk Wennenmühle Schörger GmbH & Co. KG,115.0,0.0,0.0,67.0,48.0,0.0,0.0,115.0,115.0,1.0,,,,,,,,,,,,,,,,,,,,,23.0,0.0,66.0,12.0,60.0,39.0,2.0,0.0,101.0,101.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001070,b0c08c09,KBG Kraftstrom-Bezugsgenossenschaft Homberg eG,KBG Kraftstrom- Bezugsgenossenschaft Homberg eG,232.0,0.0,0.0,0.0,230.0,0.0,0.0,230.0,232.0,0.9914,,,,,,,,,,,,,,,,,,,,,19.0,65.0,0.0,7.0,40.0,25.0,0.0,0.0,65.0,91.0,0.7143,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,
